word,translation
senescent,
seneschal,
senhor,
senhora,
senile,
senor,
senora,
sens,
sensate,
sensitize,
sensorial,
sensorimotor,
sensorineural,
sensorium,
sensuous,
sentential,
sententious,
sentient,
sentinel,
sentry,
sepal,
sephardic,
sepia,
sepoy,
sepsis,
septal,
septate,
septet,
septic,
septicaemia,
septuagenarian,
septuagint,
septum,
septuplet,
sepulchre,
sequelae,
sequester,
sequin,
sequoia,
sera,
serac,
seraglio,
serape,
seraph,
seraphim,
seraphin,
sere,
serenade,
serenata,
serendipitous,
serf,
serge,
seriatim,
serie,
serif,
serine,
serological,
seronegative,
seropositive,
serostatus,
serotonergic,
serotonin,
serotype,
serous,
serpentine,
serrate,
serried,
serviette,
servile,
servitor,
servitude,
servo,
servomechanism,
servomotor,
sesame,
sesquicentennial,
sessile,
sestet,
sestina,
seta,
sett,
settee,
setter,
sexology,
sexpot,
sext,
sextant,
sextet,
sexton,
sextuplet,
sgraffito,
shackle,
shad,
shag,
shaggy,
shah,
shakedown,
shako,
shallop,
shally,
shalom,
shambolic,
shamen,
shamrock,
shamus,
shandy,
shank,
shanter,
shantih,
shantung,
shanty,
shard,
sharia,
sharps,
sharpshooter,
sheaf,
shearwater,
sheath,
sheathe,
shebang,
shebeen,
sheen,
sheepfold,
sheepish,
sheik,
shekel,
shelduck,
shellac,
shenanigan,
sheol,
sherbet,
sherd,
sherpa,
shew,
shiatsu,
shibboleth,
shied,
shieling,
shiftless,
shifty,
shigella,
shigellosis,
shiitake,
shiite,
shiksa,
shillelagh,
shim,
shimmy,
shindig,
shiner,
shinto,
shipshape,
shipwright,
shiraz,
shire,
shirk,
shirty,
shiso,
shite,
shoat,
shod,
shoddy,
shoehorn,
shofar,
shoo,
shopaholic,
shoplift,
shored,
shortbread,
shortcake,
shortcrust,
shortcut,
showy,
shrapnel,
shrew,
shrift,
shrike,
shrive,
shrivel,
shrove,
shtetl,
shuck,
shuffleboard,
shufti,
shul,
shush,
shutterbug,
shuttlecock,
shylock,
shyster,
sial,
siamang,
sibilant,
sibyl,
sickle,
sicko,
sideboard,
sideburn,
sidecar,
sidekick,
sidelong,
sideman,
sidereal,
siderite,
sideshow,
sideswipe,
sidetrack,
sidewinder,
sidle,
siesta,
sieve,
sigil,
sigmoid,
sigmoidoscopy,
signatory,
signet,
signor,
signora,
signori,
signorina,
sika,
silage,
silene,
silenus,
silesian,
silica,
silicate,
siliceous,
silicic,
silicium,
silicosis,
silo,
silurian,
silverfish,
silverware,
silverweed,
silvicultural,
simazine,
simian,
simile,
similitude,
simmental,
simnel,
simony,
simp,
simpatico,
simper,
simpleton,
simplex,
simulacrum,
simulcast,
simvastatin,
sine,
sinecure,
sinew,
sinfonia,
singe,
singlet,
singletons,
sinter,
sinuous,
sinusitis,
sinusoid,
sinusoidal,
sion,
siphon,
siphonophore,
siporax,
sippy,
sirdar,
sire,
sirloin,
sirocco,
sirrah,
sirree,
sisal,
siskin,
sissy,
sisyphean,
sitar,
sitcom,
sith,
situ,
situationist,
sizeable,
sjambok,
skald,
skank,
skanky,
skedaddle,
skeeter,
skein,
skelter,
sketchy,
skewbald,
skewer,
skidoo,
skiff,
skiffle,
skillet,
skimp,
skinflint,
skinful,
skinhead,
skink,
skint,
skipjack,
skirl,
skit,
skitter,
skittish,
skittle,
skive,
skivvy,
skua,
skulduggery,
skulk,
skunk,
skybox,
skycap,
skylark,
skyrocket,
slacks,
slag,
slagged,
slake,
slalom,
slander,
slapdash,
slaphappy,
slapstick,
slat,
slather,
slattern,
slaver,
slaw,
sleaze,
sled,
sledge,
sledgehammer,
sleet,
sleigh,
sleight,
sleuth,
slew,
slights,
slink,
sliproad,
slipshod,
slipstream,
slipway,
slob,
slobber,
sloe,
slog,
sloop,
slosh,
sloth,
slouch,
slough,
slovenly,
slowpoke,
slub,
slubber,
sluggard,
sluice,
slumber,
slurp,
slurry,
slush,
slut,
smallpox,
smarmy,
smarted,
smarties,
smattering,
smelted,
smidgen,
smilax,
smirch,
smite,
smithereen,
smock,
smog,
smokestack,
smolt,
smooch,
smoothie,
smorgasbord,
smut,
snaffle,
snafu,
snapdragon,
snappy,
snazzy,
sneck,
snick,
snicker,
snide,
sniffle,
snifter,
snigger,
snippet,
snit,
snitch,
snivel,
snog,
snood,
snook,
snooker,
snoop,
snoopy,
snoot,
snooty,
snooze,
snorkel,
snot,
snout,
snowdrop,
snub,
snuffle,
snuggle,
soapbox,
soapstone,
soave,
soba,
sobriety,
sobriquet,
socal,
sociable,
socialiste,
socialite,
socio,
sociobiological,
sociobiology,
sociocultural,
sociodemography,
socioemotional,
sociolinguistic,
sociometric,
sociopath,
sociopolitical,
socioreligious,
sockeye,
socle,
socratic,
sodality,
sodden,
sodom,
sodomise,
sodomite,
soffit,
softball,
softie,
soggy,
soir,
soiree,
soissons,
sojourn,
soke,
sola,
solace,
solano,
solanum,
solarium,
solder,
solecism,
soleil,
solenoid,
soleus,
solicitous,
solicitude,
solidago,
solidus,
soliloquy,
solipsist,
solitaire,
soliton,
solstice,
solus,
solute,
solver,
soma,
somatic,
sombre,
sombrero,
somersault,
somite,
sommelier,
somnambulist,
somnolent,
sonar,
sonata,
sonatina,
sone,
sonic,
sonicate,
sonogram,
sonograph,
sonorous,
sooth,
soothsayer,
sop,
sophist,
sophomore,
soporific,
soppy,
sora,
sorbet,
sorbitol,
sorceress,
sordid,
sorel,
sorghum,
sorn,
sorority,
sorption,
sorrel,
sortie,
sot,
soteriology,
soth,
sotto,
sou,
soubrette,
souchong,
souffle,
sough,
souk,
soundbite,
soupcon,
sourdough,
sourwood,
sousaphone,
souse,
soutane,
southpaw,
soya,
spacey,
spaetzle,
spaghettini,
spall,
spam,
spandau,
spandex,
spandrel,
spangle,
spaniel,
spank,
spanker,
spanner,
spareribs,
sparling,
sparrow,
spasmodic,
spastic,
spasticity,
spatio,
spatiotemporal,
spats,
spatter,
spatula,
spay,
speakeasy,
spean,
spearmint,
speciale,
speciate,
specifier,
specious,
speckle,
spect,
spectrograph,
spectrometer,
spectrometry,
spectrophotometer,
spectrophotometry,
spectroscope,
spectroscopy,
specular,
speculum,
speedometer,
speedway,
speer,
speleology,
spelunker,
spendthrift,
spermatophore,
spermatozoon,
spermicide,
spew,
