word,translation
superfluous,
superfood,
supergiant,
supergrass,
supergroup,
superhero,
superhighway,
superlative,
superluminal,
supermajority,
supermax,
supermom,
supernal,
supernatants,
supernaturalism,
supernormal,
supernova,
supernumerary,
superordinate,
superorganism,
superoxide,
superpose,
superrich,
supersaturate,
superscalar,
superscript,
supersensitive,
superset,
supersexy,
supersize,
supersonic,
superspeedway,
superstardom,
superstate,
superstation,
superstitious,
superstring,
superstructure,
supersymmetry,
supervene,
supine,
suppliant,
supplicant,
supplicate,
supposition,
suppository,
suppurate,
supra,
supraclavicular,
supracondylar,
supraglottic,
supranational,
supranationalism,
supraventricular,
supremo,
sur,
sura,
surcease,
surcharge,
surcoat,
surefire,
surety,
surfactant,
surfeit,
surly,
surmise,
surplice,
surreptitious,
surtax,
sushi,
suss,
sustenance,
susu,
susurration,
susurrus,
sutler,
sutra,
suttee,
suture,
suzerain,
svelte,
svengali,
swab,
swaddle,
swag,
swagger,
swahili,
swail,
swains,
swallowtail,
swami,
swanky,
swanning,
swansdown,
swansong,
sward,
swarthy,
swash,
swashbuckle,
swastika,
swat,
swatch,
swazi,
sweeny,
sweepstake,
sweetbread,
sweeting,
sweetmeat,
sweetpea,
swelter,
swidden,
swiftlet,
swig,
swill,
swindle,
swingeing,
swingman,
swipe,
switchback,
switchblade,
switcheroo,
switchgrass,
swizzle,
swoon,
swoosh,
swop,
swot,
sybarite,
sycamore,
syce,
sycophant,
syke,
syllabary,
syllabub,
syllogism,
sylph,
sylva,
sylvan,
symbiont,
symbiosis,
symbiote,
symbiotic,
sympatric,
symphysis,
symphytum,
symplectic,
syn,
synapse,
synaptic,
sync,
synchro,
synchronic,
synchronicity,
synchronise,
synchronism,
synchronize,
synchronous,
synchrony,
synchrotron,
syncline,
syncopate,
syncope,
syncretic,
syndic,
syndicalist,
syndicat,
synecdoche,
synergism,
synergistic,
synergy,
synesthesia,
synesthetic,
synod,
synodic,
synopsis,
synoptic,
synovial,
syntagma,
syntagmatic,
syphilis,
syphon,
syrah,
syringa,
systematize,
systole,
systolic,
tabard,
tabasco,
tabbouleh,
tabby,
tabernacle,
tabla,
tablature,
tabor,
tabu,
tabular,
tabulate,
tabun,
tache,
tachism,
tachistoscope,
tachograph,
tachometer,
tachycardia,
tachyon,
taciturn,
tacky,
taco,
taconite,
tactician,
tactile,
tactual,
tad,
tadjikistan,
tadpole,
taffeta,
taffy,
tagine,
tagliatelle,
tagline,
tahini,
